Large Flying Fox,Pteropus vampyrus,15-30 yrs,Asia,"Brunei, China, Indonesia, Malaysia, Myanmar, Philippines, Singapore, Thailand, Timor-Leste, Viet Nam",Decreasing,Near Threatened (NT)
Star-Nosed Mole,Condylura cristata,2-4 yrs,"North America  Canada, United States",Nearctic,Stable,Least concern (LC)
Lion-Tailed Macaque,Macaca silenus,20-38 yrs,Asia,"India   Karnataka, Kerala, Tamil Nadu",Decreasing,Endangered (EN)
Greater Kudu,Tragelaphus strepsiceros,7-23 yrs,Africa,"Angola, Botswana, Central African Republic, Chad, DR Congo, Eritrea, Swaziland, Ethiopia, Kenya, Malawi,",Stable,Least concern (LC)
Golden Snub-Nosed Monkey,Rhinopithecus roxellana,26 yrs,Asia,China,Decreasing,Endangered (EN)
Harp Seal,Pagophilus groenlandicus,35 yrs,"North America, Europe, Asia","Canada, Iceland,  Norway, Russia, Denmark, Faroe Islands, Finland, France, Germany, Spain,",Increasing,Least concern (LC)
Black-Tailed Jackrabbit,Lepus californicus,5-6 yrs,North America,"Mexico, United States",Decreasing,Least concern (LC)
West Indian Manatee,Trichechus manatus,28-60 yrs,"North America, South America","Bahamas, Belize, Brazil, Colombia, Costa Rica, Cuba, Dominican Republic, Guatemala, Guyana, Honduras,",Decreasing,Vulnerable (VU)
Pygmy Marmoset,Cebuella pygmaea,11-18.6 yrs,South America,"Bolivia, Brazil, Colombia, Ecuador, Peru",Decreasing,Vulnerable (VU)
Gemsbok,Oryx gazella,18-22 yrs,"Africa, North America","Botswana, Namibia, South Africa, Zimbabwe, Angola",Stable,Least concern (LC)
Malayan Tapir,Tapirus indicus,30-36.5 yrs,Asia,"Indonesia, Malaysia, Myanmar, Thailand",Decreasing,Endangered (EN)
Snowshoe Hare,Lepus americanus,1-5 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Barbary Macaque,Macaca sylvanus,30 yrs,"Africa, Europe","Algeria, Morocco",Decreasing,Endangered (EN)
Long-Tailed Weasel,Mustela frenata,8 yrs,"North America, South America","Belize,  Bolivia, Brazil, Canada, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras,",Stable,Least concern (LC)
African Wild Ass,Equus africanus,25-50 yrs,Africa,"Eritrea, Ethiopia",Decreasing,Critically endangered (CR)
Nilgiri Tahr,Nilgiritragus hylocrius,3-9 yrs,Asia,India,Decreasing,Endangered (EN)
Takin,Budorcas taxicolor,16-20 yrs,"Asia  South Asia, East Asia, Southeast Asia","Palearctic, Indomalayan",Decreasing,Vulnerable (VU)
Indian Flying Fox,Pteropus giganteus,15-31.5 yrs,Asia,"Bangladesh, Bhutan, China, India, Maldives,  Myanmar, Nepal, Pakistan, Sri Lanka",Decreasing,Least concern (LC)
Blue Wildebeest,Connochaetes taurinus,20-24.3 yrs,Africa,"Angola, Botswana, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, Zimbabwe",Stable,Least concern (LC)
Gelada,Theropithecus gelada,30 yrs,Africa,Ethiopia,Decreasing,Least concern (LC)
Striped Skunk,Mephitis mephitis,1-10 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
California Sea Lion,Zalophus californianus,17-30 yrs,North America,"Canada, Mexico, United States, Costa Rica, El Salvador, Guatemala, Honduras",Increasing,Least concern (LC)
Philippine Tarsier,Carlito syrichta,12-20 yrs,Asia,Philippines,Decreasing,Near Threatened (NT)
Irrawaddy Dolphin,Orcaella brevirostris,30 yrs,Asia,"Bangladesh, Brunei, Cambodia, India, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore,",Decreasing,Vulnerable (VU)
Baikal Seal,Pusa sibirica,50-56 yrs,Asia,Russia,Stable,Least concern (LC)
Wild Yak,Bos mutus,25 yrs,Asia,"China, India",Decreasing,Vulnerable (VU)
European Hedgehog,Erinaceus europaeus,6-10 yrs,"Europe, Asia","Austria, Belgium, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Ireland,",Stable,Least concern (LC)
Little Brown Bat,Myotis lucifugus,6-30 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Tapanuli Orangutan,Pongo tapanuliensis,30 yrs,Asia,Indonesia,Decreasing,Critically endangered (CR)
Siamang Gibbon,Symphalangus syndactylus,25-30 yrs,Asia,"Indonesia, Malaysia, Thailand",Decreasing,Endangered (EN)
Indian Pangolin,Manis crassicaudata,13 yrs,Asia,"India, Nepal, Pakistan, Sri Lanka, Bangladesh",Decreasing,Endangered (EN)
Common Vampire Bat,Desmodus rotundus,9-12 yrs,"North America, South America","Argentina, Belize, Bolivia, Brazil, Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala,",Stable,Least concern (LC)
European Otter,Lutra lutra,22 yrs,"Asia, Europe, Africa","Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Bangladesh, Belarus, Belgium, Bhutan,",Decreasing,Near Threatened (NT)
Mexican Free-Tailed Bat,Tadarida brasiliensis,,"North America, South America","Antigua and Barbuda, Argentina, Barbados, Bolivia, Brazil, Chile, Colombia, Costa Rica, Cuba, Dominica,",Stable,Least concern (LC)
Black-Backed Jackal,Canis mesomelas,8-14 yrs,Africa,"Angola, Botswana, Djibouti, Eritrea, Ethiopia, Kenya, Lesotho, Mozambique, Namibia, Somalia,",Stable,Least concern (LC)
Gray Seal,Halichoerus grypus,25-35 yrs,"Europe, North America,  Asia","Belgium, Canada, Denmark, Estonia, Faroe Islands, Finland, France, Germany, Iceland, Ireland,",Increasing,Least concern (LC)
Banteng,Bos javanicus,16-26 yrs,Asia,"Cambodia, Indonesia, Malaysia, Myanmar, Thailand, Viet Nam",Decreasing,Endangered (EN)
Gilbert's Potoroo,Potorous gilbertii,7-12 yrs,Oceania,Australia,Decreasing,Critically endangered (CR)
Eastern Grey Kangaroo,Macropus giganteus,7-20 yrs,Oceania,Australia,Stable,Least concern (LC)
Eurasian Beaver,Castor fiber,10-25 yrs,"Europe, Asia","Belarus, China, France, Germany, Kazakhstan, Luxembourg, Mongolia, Norway, Russia, Austria,",Increasing,Least concern (LC)
Grévy's Zebra,Equus grevyi,12-30 yrs,Africa,"Ethiopia, Kenya",Stable,Endangered (EN)
Sei Whale,Balaenoptera borealis,50-75 yrs,"Africa, South America, Oceania, North America, Europe, Antarctica, Asia","Angola, Argentina, Australia, Bahamas, Brazil, Canada, Cape Verde, Chile,  Congo, DR Congo,",Increasing,Endangered (EN)
Kit Fox,Vulpes macrotis,5.5-12 yrs,North America,"Mexico, United States",Decreasing,Least concern (LC)
Yellow-Bellied Marmot,Marmota flaviventris,13-15 yrs,North America,Canada,Stable,Least concern (LC)
Brown Hyena,Hyaena brunnea,12-13 yrs,Africa,"Angola, Botswana, Namibia, South Africa, Zimbabwe",Stable,Near Threatened (NT)
Kitti's hog-nosed bat,Craseonycteris thonglongyai,,Asia,"Myanmar, Thailand",Decreasing,Near Threatened (NT)
Asian Golden Cat,Catopuma temminckii,20 yrs,Asia,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar, Nepal,",Decreasing,Near Threatened (NT)
Southern Right Whale,Eubalaena australis,50-100 yrs,"Antarctica, South America, Oceania, Africa","Argentina, Australia, Brazil, Chile, Gabon, Madagascar, Mauritius, Mozambique, Namibia, New Zealand,",Increasing,Least concern (LC)
Giant Armadillo,Priodontes maximus,12-15 yrs,South America,"Argentina, Bolivia, Brazil, Colombia, Ecuador, Guyana, Paraguay, Peru, Suriname, Venezuela",Decreasing,Vulnerable (VU)
Thomson's Gazelle,Eudorcas thomsonii,10-20 yrs,Africa,"Kenya, Tanzania",Decreasing,Near Threatened (NT)
Addax,Addax nasomaculatus,19-25 yrs,Africa,"Chad, Niger",Decreasing,Critically endangered (CR)
Patagonian Mara,Dolichotis patagonum,7-10 yrs,South America,Argentina,Decreasing,Near Threatened (NT)
Golden Lion Tamarin,Leontopithecus rosalia,15-25 yrs,South America,Brazil,Stable,Endangered (EN)
Giraffe,Giraffa camelopardalis,28 yrs,Africa,"Angola, Botswana, Cameroon, Central African Republic,  Chad, DR Congo, Ethiopia, Kenya, Mozambique, Namibia,",Decreasing,Vulnerable (VU)
Tamaraw,Bubalus mindorensis,20-25 yrs,Asia,Philippines,Decreasing,Critically endangered (CR)
Elephant Seal,Genus Mirounga,22 yrs,"North America, Asia, Antarctica, South America, Oceania, Africa","Canada, Mexico, United States, Japan, Argentina, Australia, Chile, New Zealand",Stable,Least concern (LC)
Sable Antelope,Hippotragus niger,17-19 yrs,Africa,"Angola, Botswana, DR Congo, Kenya, Malawi, Mozambique, Namibia, South Africa,  Tanzania, Zambia,",Stable,Least concern (LC)
Short-Beaked Echidna,Tachyglossus aculeatus,30-50 yrs,"Oceania, Asia","Australia, Indonesia, Papua New Guinea",Stable,Least concern (LC)
Hamadryas Baboon,Papio hamadryas,37 yrs,"Africa, Asia","Djibouti, Eritrea, Ethiopia, Saudi Arabia, Somalia, Sudan, Yemen",Increasing,Least concern (LC)
Thinhorn Sheep,Ovis dalli,12-20 yrs,North America,"Canada, United States",Stable,Least concern (LC)
White-Nosed Coati,Nasua narica,14 yrs,"North America, South America","Belize, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, United States",Decreasing,Least concern (LC)
Chacma Baboon,Papio ursinus,40 yrs,Africa,"Angola, Botswana, Lesotho, Mozambique, Namibia, South Africa, Swaziland, Zambia, Zimbabwe",Stable,Least concern (LC)
Bat-Eared Fox,Otocyon megalotis,6-13 yrs,Africa,"Angola, Botswana, Ethiopia, Kenya, Mozambique, Namibia, Somalia, South Africa, South Sudan, Tanzania,",Stable,Least concern (LC)
Mediterranean Monk Seal,Monachus monachus,20-45 yrs,"Europe, Asia, Africa","Croatia, Cyprus, Greece, Mauritania,  Portugal, Turkey, Western Sahara, Albania, Egypt, France,",Increasing,Endangered (EN)
Polynesian Rat,Rattus exulans,12-15 mos,Asia,"Bangladesh, Cambodia, Indonesia, Malaysia, Myanmar, Thailand, Viet Nam",Stable,Least concern (LC)
Tayra,Eira barbara,18 yrs,"South America, North America","Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana,",Decreasing,Least concern (LC)
South American Coati,Nasua nasua,7-14 yrs,South America,"Argentina, Bolivia, Brazil, Colombia, Ecuador,  Guyana, Paraguay, Peru, Suriname, Uruguay,",Decreasing,Least concern (LC)
Island Fox,Urocyon littoralis,4-8 yrs,North America,United States,Increasing,Near Threatened (NT)
Sunda Clouded Leopard,Neofelis diardi,13 yrs,Asia,"Brunei, Indonesia, Malaysia",Decreasing,Vulnerable (VU)
Nyala,Tragelaphus angasii,16-19 yrs,Africa,"Malawi, Mozambique, South Africa, Zimbabwe",Stable,Least concern (LC)
Grey-Headed Flying Fox,Pteropus poliocephalus,15-23 yrs,Oceania,Australia,Decreasing,Vulnerable (VU)
Steller Sea Lion,Eumetopias jubatus,20-30 yrs,"North America, Asia","Canada, Japan, Russia, United States, China, North Korea, South Korea",Increasing,Near Threatened (NT)
Giant Pangolin,Smutsia gigantea,20 yrs,Africa,"Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Equatorial Guinea, Gabon, Ghana, Guinea, Guinea-Bissau,",Decreasing,Vulnerable (VU)
Northern Flying Squirrel,Glaucomys sabrinus,4-13 yrs,North America,"Canada, United States  Alberta, British Columbia, Labrador, Manitoba, New Brunswick, Newfoundland, Northwest Territories, Nova Scotia, Ontario, Québec,",Stable,Least concern (LC)
Oriental Small-Clawed Otter,Aonyx cinerea,11-16 yrs,"Asia, Europe","Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar,",Decreasing,Vulnerable (VU)
European Mink,Mustela lutreola,6-12 yrs,"Europe, Asia","France, Romania, Russia, Spain,  Ukraine, Estonia",Decreasing,Critically endangered (CR)
Waterbuck,Kobus ellipsiprymnus,18-30 yrs,Africa,"Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad,  Congo, DR Congo,",Decreasing,Least concern (LC)
Barbary Sheep,Ammotragus lervia,10-20 yrs,"Africa, North America","Algeria, Chad, Egypt, Libya, Mali, Mauritania, Morocco, Niger, Sudan, Tunisia",Decreasing,Vulnerable (VU)
Wild Goat,Capra aegagrus,12-22,Asia,"Armenia, Azerbaijan, Georgia, Iran, Iraq, Pakistan, Russia, Turkey, Turkmenistan, Afghanistan",Stable,Near Threatened (NT)
Hartebeest,Alcelaphus buselaphus,12-15 yrs,Africa,"Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire, Ethiopia,",Decreasing,Least concern (LC)
Wood Mouse,Apodemus sylvaticus,1-4 yrs,"Europe, Africa, Asia","Albania, Algeria, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic,",Stable,Least concern (LC)
Sooty Mangabey,Cercocebus atys,18-26 yrs,Africa,"Cote d'Ivoire, Guinea, Guinea-Bissau, Liberia, Senegal, Sierra Leone",Decreasing,Vulnerable (VU)
Himalayan Tahr,Hemitragus jemlahicus,14-22 yrs,"Asia, North America","China, India, Nepal, Bhutan",Decreasing,Near Threatened (NT)
Gerenuk,Litocranius walleri,8-13 yrs,Africa  Sub-Saharan Africa,Afrotropical,Decreasing,Near Threatened (NT)
Beech Marten,Martes foina,3-18 yrs,"Asia, Europe, North America","Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bhutan, Bosnia and Herzegovina, Bulgaria, China,",Stable,Least concern (LC)
Gambian Pouched Rat,Cricetomys gambianus,2-7 yrs,Africa,"Angola, Benin, Botswana, Burkina Faso, Burundi, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire,",Stable,Least concern (LC)
Thomasomys ucucha,Thomasomys ucucha,,South America,Ecuador,Decreasing,Vulnerable (VU)
Klipspringer,Oreotragus oreotragus,15-17 yrs,Africa,"Angola, Botswana, Central African Republic,  DR Congo, Djibouti, Eritrea, Swaziland, Ethiopia, Kenya, Malawi,",Stable,Least concern (LC)
Giant Eland,Taurotragus derbianus,20-25 yrs,Africa,"Cameroon, Central African Republic, Chad, Guinea, Mali, Senegal, South Sudan",Decreasing,Vulnerable (VU)
Indian Gray Mongoose,Herpestes edwardsii,7-11 yrs,Asia,"Bahrain, Bangladesh, Bhutan, India, Iran, Kuwait, Nepal, Pakistan, Saudi Arabia, Sri Lanka,",Stable,Least concern (LC)
Brazilian Tapir,Tapirus terrestris,30-35 yrs,South America,"Argentina, Bolivia, Brazil,  Colombia, Ecuador, Guyana, Paraguay, Peru, Suriname, Venezuela",Decreasing,Vulnerable (VU)
Swift Fox,Vulpes velox,3-14 yrs,North America,United States,Stable,Least concern (LC)
Tibetan Antelope,Pantholops hodgsonii,8-10 yrs,Asia,"China, India, Nepal",Increasing,Near Threatened (NT)
Chinkara,Gazella bennettii,12-15 yrs,Asia,"Afghanistan, India, Iran, Pakistan",Decreasing,Least concern (LC)
Giant Forest Hog,Hylochoerus meinertzhageni,5-18 yrs,Africa,"Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Ethiopia, Gabon, Ghana, Guinea, Kenya,",Decreasing,Least concern (LC)
Eastern Chipmunk,Tamias striatus,2-8 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Collared Peccary,Pecari tajacu,10-30 yrs,"South America, North America","Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana,",Stable,Least concern (LC)
Common Genet,Genetta genetta,8-20 yrs,"Africa, Asia, Europe","Algeria, Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, Cote d'Ivoire, Djibouti,",Stable,Least concern (LC)
Argali,Ovis ammon,10-13 yrs,Asia,"China, India, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan, Uzbekistan,",Decreasing,Near Threatened (NT)
Mountain Zebra,Equus zebra,20-30 yrs,Africa,"Namibia, South Africa",Increasing,Vulnerable (VU)
American Pika,Ochotona princeps,3-7 yrs,North America,"Canada, United States",Decreasing,Least concern (LC)
Mountain Beaver,Aplodontia rufa,6-10 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Swamp Rabbit,Sylvilagus aquaticus,1.8-9 yrs,North America,United States,Decreasing,Least concern (LC)
Andean Mountain Cat,Leopardus jacobita,16 yrs,South America,"Argentina, Bolivia, Chile, Peru",Decreasing,Endangered (EN)
European Water Vole,Arvicola amphibius,5-29 mos,"Europe, Asia","Afghanistan, Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China,",Stable,Least concern (LC)
Olive Baboon,Papio anubis,25-30 yrs,Africa,"Benin, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire, Eritrea,",Stable,Least concern (LC)
Nubian Ibex,Capra nubiana,10-17 yrs,"Asia, Africa","Egypt, Israel, Jordan, Oman, Saudi Arabia, Sudan, Yemen, Ethiopia, Eritrea",Decreasing,Vulnerable (VU)
Amazonian Manatee,Trichechus inunguis,12.5-30 yrs,South America,"Brazil, Colombia, Ecuador, Peru",Decreasing,Vulnerable (VU)
Tiger Quoll,Dasyurus maculatus,2-5 yrs,Oceania,Australia,Decreasing,Near Threatened (NT)
Kodkod,Leopardus guigna,11 yrs,"South America  Argentina, Chile",Neotropical,Decreasing,Vulnerable (VU)
Southern Pig-Tailed Macaque,Macaca nemestrina,26-35 yrs,Asia,"Brunei, Indonesia, Malaysia, Thailand",Decreasing,Vulnerable (VU)
Black-Tailed Prairie Dog,Cynomys ludovicianus,5-8.5 yrs,North America,"Canada, Mexico, United States",Decreasing,Least concern (LC)
Water Opossum,Chironectes minimus,1-3 yrs,"North America, South America","Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana,",Decreasing,Least concern (LC)
Southern Flying Squirrel,Glaucomys volans,5-10 yrs,North America,"Canada, Guatemala, Honduras, Mexico, United States",Stable,Least concern (LC)
Oncilla,Leopardus tigrinus,17 yrs,"South America, North America","Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guyana,  Panama, Peru, Suriname, Venezuela",Decreasing,Vulnerable (VU)
Chinese Pangolin,Manis pentadactyla,20 yrs,Asia,"Bhutan, China, Hong Kong, India, Laos, Myanmar, Nepal, Taiwan, Thailand, Viet Nam",Decreasing,Critically endangered (CR)
Indri,Indri indri,15-22 yrs,Africa,Madagascar,Decreasing,Critically endangered (CR)
Yellow-Throated Marten,Martes flavigula,16 yrs,Asia,"Afghanistan, Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, South Korea, North Korea,",Decreasing,Least concern (LC)
Olinguito,Bassaricyon neblina,20-25 yrs,South America,"Colombia, Ecuador",Decreasing,Near Threatened (NT)
Pygmy three-toed sloth,Bradypus pygmaeus,,North America,Panama,Decreasing,Critically endangered (CR)
Crab-Eating Fox,Cerdocyon thous,11 yrs,"South America, North America","Argentina, Bolivia, Brazil, Colombia, Ecuador, Guyana, Panama, Paraguay, Suriname, Uruguay,",Stable,Least concern (LC)
Urial,Ovis orientalis,8-12 yrs,Asia,"Armenia, Azerbaijan, India, Iran, Kazakhstan, Oman, Pakistan, Tajikistan, Turkey, Turkmenistan,",Decreasing,Vulnerable (VU)
Emperor Tamarin,Saguinus imperator,20 yrs,South America,"Bolivia, Brazil, Colombia, Peru",Decreasing,Least concern (LC)
Bay Cat,Catopuma badia,10-17 yrs,Asia,"Indonesia, Malaysia",Decreasing,Endangered (EN)
Green Monkey,Chlorocebus sabaeus,17-30 yrs,"Africa, North America","Benin, Burkina Faso, Cote d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Senegal,",Stable,Least concern (LC)
Marbled Cat,Pardofelis marmorata,12 yrs,Asia,"Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar,",Decreasing,Near Threatened (NT)
Common Opossum,Didelphis marsupialis,2.5 yrs,"North America, South America","Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana,",Stable,Least concern (LC)
Cotton-Top Tamarin,Saguinus oedipus,13-23 yrs,South America,Colombia,Decreasing,Critically endangered (CR)
Japanese Serow,Capricornis crispus,20-25 yrs,Asia,Japan,Stable,Least concern (LC)
Finless Porpoise,Neophocaena phocaenoides,25 yrs,Asia,"China, Japan, South Korea, Taiwan",Decreasing,Vulnerable (VU)
Northern Short-Tailed Shrew,Blarina brevicauda,1-3 yrs,North America,"Canada, United States",Stable,Least concern (LC)
Indian Palm Squirrel,Funambulus palmarum,2-5.5 yrs,Asia,"India, Sri Lanka",Increasing,Least concern (LC)
Common Shrew,Sorex araneus,15-18 mos,"Europe, Asia","Albania, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,",Stable,Least concern (LC)
