Meadow pipit,Anthus pratensis,,"Europe, Asia, Africa","Spain, Portugal, France, Finland, United Kingdom, Albania, Austria, Belgium, Bosnia and Herzegovina, Bulgaria,",Decreasing,Near Threatened (NT)
Bali Myna,Leucopsar rothschildi,5-15 yrs,Asia,Indonesia,Decreasing,Critically endangered (CR)
Greater spotted eagle,Clanga clanga,,"Europe, Asia, Africa","China, Hong Kong, North Korea, Macao, Mongolia, Taiwan, France, Finland, Albania, Austria,",Decreasing,Vulnerable (VU)
Thick-Billed Parrot,Rhynchopsitta pachyrhyncha,40 yrs,North America,"Mexico, United States",Decreasing,Endangered (EN)
Oilbird,Steatornis caripensis,,"South America, North America","Trinidad and Tobago, Panama, Ecuador, Bolivia, Brazil, Colombia, Guyana, Peru, Venezuela",Decreasing,Least concern (LC)
Northern wheatear,Oenanthe oenanthe,,"Europe, North America, Asia, Africa","China, Mongolia, Spain, Portugal, France, Finland, United Kingdom, Albania, Andorra, Austria,",Decreasing,Least concern (LC)
European Roller,Coracias garrulus,9-10 yrs,"Europe, Asia, Africa","Afghanistan, Albania, Armenia, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, China, Croatia, Czech Republic,",Decreasing,Least concern (LC)
Dunlin,Calidris alpina,,"North America, Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea, Taiwan, Spain, Portugal, France, Finland,",Decreasing,Least concern (LC)
Pygmy falcon,Polihierax semitorquatus,,Africa,"South Africa, Angola, Botswana, DR Congo, Ethiopia, Kenya, Namibia, Somalia, South Sudan, Sudan,",Stable,Least concern (LC)
Pink-necked green pigeon,Treron vernans,,Asia,"Cambodia, Indonesia, Malaysia, Myanmar, Philippines, Singapore, Thailand, Viet Nam",Stable,Least concern (LC)
Common pochard,Aythya ferina,,"Europe, Asia, Africa","China, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, Portugal, France, Finland,",Decreasing,Vulnerable (VU)
Ring-Necked Duck,Aythya collaris,5-20 yrs,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Canada, Colombia, Cuba, Dominica, Dominican Republic, Grenada, Guatemala,",Increasing,Least concern (LC)
Great Green Macaw,Ara ambiguus,60-70 yrs,"South America, North America","Costa Rica, Ecuador, Honduras, Nicaragua, Panama",Decreasing,Critically endangered (CR)
James's Flamingo,Phoenicoparrus jamesi,20-30 yrs,South America,"Argentina, Bolivia, Chile, Peru",Stable,Near Threatened (NT)
Tricolored Heron,Egretta tricolor,17 yrs,"North America, South America, Europe","Antigua and Barbuda, Bahamas, Barbados, Belize, Brazil, Canada, Colombia, Costa Rica, Cuba, Dominica,",Stable,Least concern (LC)
Red-headed vulture,Sarcogyps calvus,,Asia,"China, India, Bangladesh, Cambodia, Laos, Myanmar, Nepal, Viet Nam",Decreasing,Critically endangered (CR)
Lark Bunting,Calamospiza melanocorys,4 yrs,North America,"Canada, Mexico, United States",Decreasing,Least concern (LC)
Ural Owl,Strix uralensis,24 yrs,"Europe, Asia","Albania,  Austria, Belarus, Bulgaria, China, Croatia, Czech Republic, Estonia, Finland, Hungary,",Stable,Least concern (LC)
Eurasian woodcock,Scolopax rusticola,,"Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, Portugal, France,",Stable,Least concern (LC)
American herring gull,Larus smithsonianus,,"North America, Asia","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines,",Decreasing,Least concern (LC)
Wilson's phalarope,Phalaropus tricolor,,"North America, South America","Barbados, Jamaica, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama,",Increasing,Least concern (LC)
Horned Puffin,Fratercula corniculata,over 20 yrs,"North America, Europe, Asia","Japan, Russia, Canada, United States",Decreasing,Least concern (LC)
Bananaquit,Coereba flaveola,7 years,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis,",Stable,Least concern (LC)
Northern bald ibis,Geronticus eremita,,"Africa, Asia","Morocco, Eritrea, Yemen, Jordan, Saudi Arabia, Syria, Turkey",Stable,Endangered (EN)
Royal Penguin,Eudyptes schlegeli,15-20 yrs,"Oceania, Antarctica","Australia,  Argentina",Stable,Near Threatened (NT)
Black-legged kittiwake,Rissa tridactyla,25.5 years,"North America, Europe, Asia, Africa   Bahamas, China, Japan, North Korea, South Korea, Spain, Portugal, France, United Kingdom, Austria,","Belgium, Denmark, Faroe Islands, Germany, Greece, Iceland, Ireland, Italy, Lithuania, Netherlands, Norway, Poland, Slovakia, Slovenia, Sweden, Switzerland, Mexico, Algeria, Morocco, Tunisia, Western Sahara, Canada, United States,  Russia, Mauritania, Turkey, Cape Verde",Decreasing,Vulnerable (VU)
Chestnut-backed chickadee,Poecile rufescens,,North America,"Canada, United States",Increasing,Least concern (LC)
Northern Fulmar,Fulmarus glacialis,34-50 yrs,"North America, Europe, Asia","China, Denmark, France, Japan, Mexico, Sweden, Faroe Islands, Germany,  Iceland, Ireland,",Increasing,Least concern (LC)
Sand Martin,Riparia riparia,9 yrs,"North America, South America, Europe, Asia, Africa","Afghanistan, Albania, Algeria, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, China,",Decreasing,Least concern (LC)
Florida Scrub-Jay,Aphelocoma coerulescens,4-15 yrs,North America,United States,Decreasing,Vulnerable (VU)
Common firecrest,Regulus ignicapilla,,"Europe, Asia, Africa","Spain, Portugal, France, United Kingdom, Albania, Andorra, Austria, Belgium, Bosnia and Herzegovina, Bulgaria,",Stable,Least concern (LC)
Rock wren,Salpinctes obsoletus,,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Canada, United States",Decreasing,Least concern (LC)
Dwarf cassowary,Casuarius bennetti,,Asia,"Papua New Guinea, Indonesia",Stable,Least concern (LC)
White-necked raven,Corvus albicollis,,Africa,"South Africa, Burundi, DR Congo, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, Tanzania,",Decreasing,Least concern (LC)
Wood warbler,Phylloscopus sibilatrix,,"Europe, Asia, Africa","Spain, France, Finland, United Kingdom, Albania, Andorra, Austria, Belgium, Bosnia and Herzegovina, Bulgaria,",Decreasing,Least concern (LC)
Ross's goose,Anser rossii,,North America,"Mexico, Canada, United States",Increasing,Least concern (LC)
Western kingbird,Tyrannus verticalis,,North America,"Bahamas, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Canada, United States",Increasing,Least concern (LC)
American Oystercatcher,Haematopus palliatus,10-17 yrs,"North America, South America","Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Brazil, Chile, Colombia, Cuba, Dominica,",Stable,Least concern (LC)
Alpine swift,Tachymarptis melba,,"Europe, Asia,  Africa","Spain, Portugal, France, Albania, Andorra, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Germany,",Stable,Least concern (LC)
Manx shearwater,Puffinus puffinus,,"Antarctica, Europe, North America, South America, Africa","Guadeloupe, Trinidad and Tobago, Spain, Portugal, France, United Kingdom, Denmark, Faroe Islands, Iceland, Ireland,",Unknown,Least concern (LC)
Greater Bird-of-Paradise,Paradisaea apoda,5-30 yrs,"Asia, Oceania","Indonesia, Papua New Guinea",Decreasing,Least concern (LC)
Indian eagle-owl,Bubo bengalensis,,Asia,"India, Nepal, Pakistan",Stable,Least concern (LC)
Eurasian curlew,Numenius arquata,,"Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, Portugal, France,",Decreasing,Near Threatened (NT)
Hooded Vulture,Necrosyrtes monachus,20-30 yrs,Africa,"Angola, Benin, Botswana, Burkina Faso, Burundi,  Cameroon, Central African Republic, Chad,  DR Congo, Cote d'Ivoire,",Decreasing,Critically endangered (CR)
Common reed bunting,Emberiza schoeniclus,,"Europe, Asia, Africa","China, Japan, North Korea, South Korea, Mongolia, Spain, Portugal, France, Finland, United Kingdom,",Decreasing,Least concern (LC)
Pine warbler,Setophaga pinus,,"North America, South America","Bahamas, Cuba, Dominican Republic, Guadeloupe, Belize, Costa Rica, Honduras, Mexico, Canada, United States,",Increasing,Least concern (LC)
Purple-rumped sunbird,Leptocoma zeylonica,,Asia,"India, Bangladesh, Myanmar, Sri Lanka",Stable,Least concern (LC)
Lesser black-backed gull,Larus fuscus,,"Europe, North America, Asia, South America, Africa","Antigua and Barbuda, Barbados, Dominica, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Mongolia, Spain,",Increasing,Least concern (LC)
Black-necked crane,Grus nigricollis,,Asia,"China, India, Bhutan",Stable,Near Threatened (NT)
Northern parula,Setophaga americana,,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis,",Increasing,Least concern (LC)
Smew,Mergellus albellus,,"Europe, Asia, Africa","China, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, France, Finland, United Kingdom,",Decreasing,Least concern (LC)
Red-backed shrike,Lanius collurio,,"Europe, Asia, Africa","Mongolia, Spain, Portugal, France, Finland, United Kingdom, Albania, Andorra, Austria, Belgium,",Decreasing,Least concern (LC)
Cinnamon Teal,Spatula cyanoptera,12 yrs,"North America, South America","Argentina, Bahamas, Barbados, Bolivia, Brazil, Canada, Chile, Colombia, Cuba, Ecuador,",Decreasing,Least concern (LC)
Chihuahuan raven,Corvus cryptoleucus,,North America,"Mexico, United States",Stable,Least concern (LC)
Marsh tit,Poecile palustris,,"Europe, Asia","China, Japan, North Korea, South Korea, Mongolia, Spain, France, United Kingdom, Albania, Andorra,",Decreasing,Least concern (LC)
Forest owlet,Athene blewitti,,Asia,India,Decreasing,Endangered (EN)
Common sandpiper,Actitis hypoleucos,,"Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea, Macao, Mongolia, Taiwan, Spain, Portugal,",Decreasing,Least concern (LC)
Black-Browed Albatross,Thalassarche melanophris,32.5-70 yrs,"Africa, Antarctica, South America, Oceania, Europe","Angola, Argentina, Australia, Brazil, Chile, Namibia, New Zealand, Peru, South Africa, Uruguay,",Increasing,Least concern (LC)
Black Skimmer,Rynchops niger,20 yrs,"North America, South America","United States, Uruguay, Belize, Costa Rica, Antigua and Barbuda, Argentina, Bahamas, Barbados, Bolivia, Brazil,",Decreasing,Least concern (LC)
Lesser whitethroat,Curruca curruca,,"Europe, Asia, Africa","China, Mongolia, Spain, France, Finland, United Kingdom, Albania, Austria, Belgium, Bosnia and Herzegovina,",Stable,Least concern (LC)
Spanish imperial eagle,Aquila adalberti,,"Europe,  Africa","Spain, Portugal, Morocco",Increasing,Vulnerable (VU)
White-eyed vireo,Vireo griseus,,"North America, South America","Bahamas, Cuba, Guadeloupe, Belize, Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Canada,",Increasing,Least concern (LC)
Blue finch,Porphyrospiza caerulescens,,South America,"Bolivia, Brazil",Decreasing,Near Threatened (NT)
Northern shrike,Lanius borealis,,"North America, Asia","China, Japan, Mongolia, Canada, United States, Russia, Kazakhstan",Stable,Least concern (LC)
Black-throated magpie-jay,Calocitta colliei,,North America,Mexico,Decreasing,Least concern (LC)
Black-necked stork,Ephippiorhynchus asiaticus,,Asia,"Australia, Papua New Guinea, India, Bhutan, Cambodia, Indonesia, Laos, Myanmar, Nepal, Sri Lanka",Decreasing,Near Threatened (NT)
Allen's hummingbird,Selasphorus sasin,4 years,North America,"Mexico, United States",Increasing,Least concern (LC)
Eurasian scops owl,Otus scops,,"Europe, Asia, Africa","China, Mongolia, Spain, Portugal, France, Albania, Andorra, Austria, Bulgaria, Croatia,",Decreasing,Least concern (LC)
Lesser kestrel,Falco naumanni,,"Europe, Asia, Africa","China, Mongolia, Spain, Portugal, France, Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Greece,",Stable,Least concern (LC)
Pacific koel,Eudynamys orientalis,,Asia,"Australia, Papua New Guinea, Solomon Islands, Indonesia, Timor-Leste",Stable,Least concern (LC)
Ruddy Turnstone,Arenaria interpres,9-19 yrs,"Europe, Asia, Africa, North America, South America, Oceania, Antarctica","Albania, Algeria, Angola, Antigua and Barbuda, Argentina, Armenia, Australia, Austria, Azerbaijan, Bahamas,",Decreasing,Least concern (LC)
Red-necked grebe,Podiceps grisegena,,"North America, Europe, Asia","China, Japan, North Korea, South Korea, Taiwan, Spain, France, Finland, United Kingdom, Albania,",Decreasing,Least concern (LC)
Sedge warbler,Acrocephalus schoenobaenus,,"Europe, Asia, Africa","China, Spain, Portugal, France, Finland, United Kingdom, Albania, Austria, Belgium, Bosnia and Herzegovina,",Stable,Least concern (LC)
Red-crowned amazon,Amazona viridigenalis,,North America,"Mexico  Puerto Rico, United States",Decreasing,Endangered (EN)
Least Bittern,Ixobrychus exilis,10 yrs,"North America, South America, Europe, Africa","Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Bolivia, Brazil, Canada, Colombia, Costa Rica,",Stable,Least concern (LC)
Parasitic jaeger,Stercorarius parasiticus,32 years,"North America, Antarctica, Europe, Asia, South America, Africa","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines,",Stable,Least concern (LC)
Flightless Cormorant,Phalacrocorax harrisi,13 yrs,South America,Ecuador,Stable,Vulnerable (VU)
Surf scoter,Melanitta perspicillata,,North America,"Mexico, Canada, United States",Decreasing,Least concern (LC)
Great frigatebird,Fregata minor,,"North America, South America, Asia, Africa","China, Japan, Taiwan, Costa Rica, Mexico, United States, Australia, Fiji, Marshall Islands, Federated States of Micronesia,",Decreasing,Least concern (LC)
Laughing Gull,Leucophaeus atricilla,15-22 yrs,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Belize, Brazil, Canada, Colombia, Cuba, Dominica, Dominican Republic,",Increasing,Least concern (LC)
Common poorwill,Phalaenoptilus nuttallii,,North America,"Mexico, Canada, United States",Increasing,Least concern (LC)
Reddish egret,Egretta rufescens,,"North America, South America","Bahamas, Cuba, Dominican Republic,  Jamaica, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico,",Decreasing,Near Threatened (NT)
Pink Pigeon,Nesoenas mayeri,10-18 yrs,Africa,Mauritius,Stable,Vulnerable (VU)
Pomarine jaeger,Stercorarius pomarinus,,"Europe, North America, Asia, South America, Africa","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago,",Stable,Least concern (LC)
Western tragopan,Tragopan melanocephalus,,Asia,"India, Pakistan",Decreasing,Vulnerable (VU)
Sora,Porzana carolina,,"North America, South America","United States, Belize, Costa Rica, Antigua and Barbuda,  Bahamas, Barbados, Canada, Colombia, Cuba, Dominica,",Increasing,Least concern (LC)
European shag,Phalacrocorax aristotelis,,"Europe, Asia, Africa","Spain, Portugal, France, United Kingdom, Albania, Belgium,  Bulgaria, Croatia, Faroe Islands, Germany,",Decreasing,Least concern (LC)
Horned grebe,Podiceps auritus,5 years,"North America, Europe, Asia","China, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain,  France, Finland, United Kingdom,",Decreasing,Vulnerable (VU)
Common shelduck,Tadorna tadorna,,"Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea,  Mongolia, Spain, Portugal, France, Finland,",Increasing,Least concern (LC)
White-throated dipper,Cinclus cinclus,,"Europe, Asia, Africa","China, Mongolia, Spain, Portugal, France, Finland, United Kingdom,   Albania, Andorra, Austria,",Decreasing,Least concern (LC)
Purple Gallinule,Porphyrio martinicus,22 yrs,"North America, South America","Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Bolivia, Brazil, Canada, Chile, Colombia,",Decreasing,Least concern (LC)
Yellow-billed magpie,Pica nutalli,,North America,United States,Stable,Vulnerable (VU)
Prothonotary warbler,Protonotaria citrea,8 years,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis,",Decreasing,Least concern (LC)
Luzon Bleeding-Heart,Gallicolumba luzonica,15-25 yrs,Asia,Philippines,Decreasing,Near Threatened (NT)
Western Screech Owl,Megascops kennicottii,13 yrs,North America,"Guatemala, Honduras, Nicaragua, United States, Canada, Mexico",Decreasing,Least concern (LC)
Raggiana bird-of-paradise,Paradisaea raggiana,,Asia,"Papua New Guinea, Indonesia  Australasian, Indomalayan",Decreasing,Least concern (LC)
Torresian crow,Corvus orru,,Asia,"Australia, Papua New Guinea, Indonesia",Increasing,Least concern (LC)
Cape Barren Goose,Cereopsis novaehollandiae,17 yrs,Oceania,Australia,Stable,Least concern (LC)
Violet-green swallow,Tachycineta thalassina,,"North America, South America","Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Canada, United States, Colombia",Increasing,Least concern (LC)
Indian spotted eagle,Clanga hastata,,Asia,"India, Bangladesh, Cambodia, Myanmar, Nepal",Decreasing,Vulnerable (VU)
California towhee,Melozone crissalis,,North America,"Mexico, United States",Decreasing,Least concern (LC)
Red-billed oxpecker,Buphagus erythrorhynchus,,Africa,"South Africa, Angola, Botswana, DR Congo, Djibouti, Eritrea, Ethiopia, Kenya, Malawi, Mozambique,",Decreasing,Least concern (LC)
Swamp harrier,Circus approximans,,Asia,"Australia, Papua New Guinea, New Zealand, Fiji, Tonga, Vanuatu, Indonesia",Stable,Least concern (LC)
Southern Giant Petrel,Macronectes giganteus,20-30 yrs,"Antarctica, South America, Africa, Oceania","Argentina, Australia, Chile, South Africa, Brazil, Madagascar, Mozambique, Namibia, New Zealand, Uruguay,",Increasing,Least concern (LC)
California Gull,Larus californicus,4-24 yrs,North America,"Canada, United States, Mexico, Ecuador",Decreasing,Least concern (LC)
Say's phoebe,Sayornis saya,,North America,"Mexico, Canada, United States",Increasing,Least concern (LC)
Snowy Plover,Charadrius nivosus,15 yrs,"North America, South America","Bahamas, Chile,  Cuba, Dominica, Dominican Republic, Ecuador, Honduras, Mexico, Peru, Saint Kitts and Nevis,",Decreasing,Near Threatened (NT)
Striated heron,Butorides striata,,"North America, Asia, South America, Africa","Bahamas, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines,",Decreasing,Least concern (LC)
Fiordland Penguin,Eudyptes pachyrhynchus,15-20 yrs,Oceania,New Zealand,Decreasing,Vulnerable (VU)
Pink-Footed Goose,Anser brachyrhynchus,20 yrs,"North America, Europe","Belgium, Czech Republic, France, Ireland, Netherlands, Romania, United Kingdom, Denmark, Germany, Sweden,",Increasing,Least concern (LC)
Northern rough-winged swallow,Stelgidopteryx serripennis,,North America,"Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Canada, United States",Decreasing,Least concern (LC)
Caspian tern,Hydroprogne caspia,,"North America, Europe, Asia, South America, Africa","Bahamas, Barbados, Cuba, Dominican Republic, Jamaica, Trinidad and Tobago, China, Hong Kong, Japan, Mongolia,",Increasing,Least concern (LC)
Gila Woodpecker,Melanerpes uropygialis,7-10 yrs,North America,"Mexico, United States",Stable,Least concern (LC)
Rufous-bellied thrush,Turdus rufiventris,,South America,"Argentina, Bolivia, Brazil, Paraguay, Uruguay",Stable,Least concern (LC)
Pacific parrotlet,Forpus coelestis,,South America,"Ecuador, Peru",Stable,Least concern (LC)
European golden plover,Pluvialis apricaria,,"Europe, Asia, Africa","Spain, Portugal, France, Finland, United Kingdom, Albania, Austria, Belgium, Bosnia and Herzegovina,  Bulgaria,",Increasing,Least concern (LC)
Lewis's woodpecker,Melanerpes lewis,,North America,"Mexico, Canada, United States",Decreasing,Least concern (LC)
Western Grebe,Aechmophorus occidentalis,14 yrs,North America,"Canada, Mexico, United States",Stable,Least concern (LC)
Andean Flamingo,Phoenicoparrus andinus,50 yrs,"South America  Argentina, Bolivia, Chile, Peru, Brazil",Neotropical,Stable,Vulnerable (VU)
American tree sparrow,Spizelloides arborea,,North America,"Canada, United States",Decreasing,Least concern (LC)
Montagu's Harrier,Circus pygargus,16 yrs,"Europe, Asia, Africa","Albania, Algeria, Armenia,  Benin, Botswana, Bulgaria, Burkina Faso, Burundi, Cameroon, Chad,",Decreasing,Near Threatened (NT)
Silver Pheasant,Lophura nycthemera,15-20 yrs,Asia,"Cambodia, China, Myanmar, Thailand, Viet Nam, Laos, Argentina",Decreasing,Least concern (LC)
Nanday Parakeet,Aratinga nenday,20 yrs,South America,"Argentina, Bolivia, Brazil, Paraguay",Increasing,Least concern (LC)
Red-shouldered macaw,Diopsittaca nobilis,,South America,"Brazil, Guyana, Suriname, Venezuela",Stable,Least concern (LC)
Malleefowl,Leipoa ocellata,25 yrs,Oceania,Australia,Decreasing,Vulnerable (VU)
Asian openbill,Anastomus oscitans,,Asia,"India, Bangladesh, Cambodia, Laos, Myanmar, Nepal, Sri Lanka, Thailand, Viet Nam, Pakistan",Unknown,Least concern (LC)
Ornate hawk-eagle,Spizaetus ornatus,,"South America, North America","Trinidad and Tobago, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Ecuador,",Decreasing,Near Threatened (NT)
Lesser Roadrunner,Geococcyx velox,7-8 yrs,North America,"El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Stable,Least concern (LC)
Yello-Naped Amazon,Amazona auropalliata,20-80 yrs,North America,"Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Belize",Decreasing,Vulnerable (VU)
Snow Petrel,Pagodroma nivea,14-20 yrs,"Antarctica, South America","Argentina, Chile, Australia, New Zealand",Stable,Least concern (LC)
Common redshank,Tringa totanus,,"Europe, Asia, Africa","China, Hong Kong, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, Portugal, France,",Unknown,Least concern (LC)
White Tern,Gygis alba,16-18 yrs,"Oceania, Asia, South America, Africa, North America, Antarctica","Australia, Bangladesh, Brazil, Chile, China, Colombia, Comoros, Costa Rica, Fiji, India,",Stable,Least concern (LC)
Thick-billed murre,Uria lomvia,,"North America, Europe, Asia","Japan, Faroe Islands, Iceland, Norway, Canada, United States, Russia",Increasing,Least concern (LC)
Wilson's snipe,Gallinago delicata,,"North America, South America","Antigua and Barbuda, Barbados, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines,",Increasing,Least concern (LC)
Vampire ground finch,Geospiza septentrionalis,,South America,Ecuador,Stable,Vulnerable (VU)
Coscoroba swan,Coscoroba coscoroba,,South America,"Chile,  Argentina, Brazil, Paraguay, Uruguay",Stable,Least concern (LC)
Bermuda petrel,Pterodroma cahow,,North America,United States,Increasing,Endangered (EN)
Savannah Sparrow,Passerculus sandwichensis,6 yrs,North America,"United States, Belize, Costa Rica, Bahamas, Canada, Cuba, El Salvador, Guatemala, Honduras, Mexico,",Stable,Least concern (LC)
Turquoise-fronted amazon,Amazona aestiva,,South America,"Argentina, Bolivia, Brazil, Paraguay",Decreasing,Near Threatened (NT)
Black-backed woodpecker,Picoides arcticus,,North America,"Canada, United States",Stable,Least concern (LC)
Maleo,Macrocephalon maleo,,Asia,Indonesia,Decreasing,Endangered (EN)
Red-crested pochard,Netta rufina,,"Europe, Asia, Africa","China, Mongolia,  Spain, Portugal, France, Albania, Austria, Belgium, Bosnia and Herzegovina, Bulgaria,",Unknown,Least concern (LC)
Field sparrow,Spizella pusilla,,North America,"Mexico, Canada, United States",Decreasing,Least concern (LC)
Black-throated blue warbler,Setophaga caerulescens,,"North America, South America","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Guadeloupe, Jamaica, Saint Kitts and Nevis, Saint Lucia,",Increasing,Least concern (LC)
Red-billed tropicbird,Phaethon aethereus,,"Europe, South America, North America, Asia, Africa","Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Saint Kitts and Nevis, Saint Lucia,",Decreasing,Least concern (LC)
Fox sparrow,Passerella iliaca,10.5 years,North America,"Mexico, Canada, United States",Stable,Least concern (LC)
Jerdon's courser,Rhinoptilus bitorquatus,,Asia,India,Decreasing,Critically endangered (CR)
Darwin's rhea,Rhea pennata,,South America,"Chile, Argentina",Decreasing,Least concern (LC)
Inca Dove,Columbina inca,2-7.9 yrs,North America,"Costa Rica, El Salvador, Guatemala,  Honduras, Mexico, Nicaragua, United States, Belize, Canada",Increasing,Least concern (LC)
Broad-Tailed Hummingbird,Selasphorus platycercus,8-12 yrs,"North America, South America","Canada, Guatemala,  Mexico, United States",Stable,Least concern (LC)
Indian pond heron,Ardeola grayii,,Asia,"India,  Bangladesh, Bhutan, Maldives, Myanmar, Nepal, Sri Lanka, Iran, Oman, Pakistan,",Unknown,Least concern (LC)
Spotted thick-knee,Burhinus capensis,,"Africa, Asia","South Africa, Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, DR Congo,",Stable,Least concern (LC)
Pacific Golden Plover,Pluvialis fulva,15 yrs,"North America, Europe, Asia, Africa, Oceania","Russia, United States, Iran, Marshall Islands, Federated States of Micronesia, Palau, Philippines, Saudi Arabia, Sudan, Yemen,",Decreasing,Least concern (LC)
Black-Necked Swan,Cygnus melancoryphus,20-30 yrs,South America,"Argentina, Brazil, Chile, Uruguay",Stable,Least concern (LC)
Black-Shouldered Kite,Elanus axillaris,6 yrs,Oceania,Australia,Increasing,Least concern (LC)
Yellow-throated vireo,Vireo flavifrons,,"North America, South America","Antigua and Barbuda,  Bahamas, Barbados, Cuba, Dominica, Guadeloupe, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago,",Increasing,Least concern (LC)
Black-necked grebe,Podiceps nigricollis,,"Europe, North America, Asia, Africa","China, Japan, North Korea, South Korea, Mongolia, Taiwan, Spain, Portugal, France, United Kingdom,",Unknown,Least concern (LC)
Kirtland's warbler,Setophaga kirtlandii,9 years,North America,"Bahamas, Cuba, Canada, United States",Increasing,Near Threatened (NT)
Southern crested caracara,Caracara plancus,,South America,"Chile, Argentina, Bolivia, Brazil, Paraguay, Peru, Uruguay",Increasing,Least concern (LC)
Diamond Dove,Geopelia cuneata,10 yrs,"Oceania, North America",Australia,Stable,Least concern (LC)
Green parakeet,Psittacara holochlorus,,North America,"El Salvador, Guatemala, Honduras, Mexico, Nicaragua",Decreasing,Least concern (LC)
American dipper,Cinclus mexicanus,7 years,North America,"Costa Rica, Guatemala, Honduras, Mexico, Nicaragua, Panama, Canada, United States",Stable,Least concern (LC)
Spoon-billed sandpiper,Calidris pygmaea,,Asia,"China, Hong Kong, Japan, North Korea, South Korea, Taiwan, Russia, India, Bangladesh, Malaysia,",Decreasing,Critically endangered (CR)
Sooty shearwater,Ardenna grisea,,"Antarctica, Europe, North America, Asia, South America","Guadeloupe, Spain, Portugal, France, United Kingdom, Denmark, Ireland, Costa Rica, Mexico, Panama,",Decreasing,Near Threatened (NT)
American black swift,Cypseloides niger,,"North America, South America","Antigua and Barbuda, Barbados, Cuba, Dominica, Dominican Republic,  Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis, Saint Lucia,",Decreasing,Vulnerable (VU)
Hazel grouse,Tetrastes bonasia,,"Europe, Asia","China, Japan, North Korea, South Korea, Mongolia, Spain, France, Finland, Albania, Austria,",Decreasing,Least concern (LC)
